institution_type,level,program,state,minority,women,faculties,number_of_institutes,intake,enrollment,passed,placed
University Managed,UG,HOTEL MANAGEMENT AND CATERING,Karnataka,0,0,33.0,1,180,143,97,65
University Managed,UG,HOTEL MANAGEMENT AND CATERING,Maharashtra,0,0,11.0,1,60,0,2,2
University Managed,UG,HOTEL MANAGEMENT AND CATERING,Rajasthan,0,0,11.0,1,60,0,0,0
University Managed,UG,HOTEL MANAGEMENT AND CATERING,Uttar Pradesh,0,0,10.0,2,100,22,0,8
Unaided - Private,PG,HOTEL MANAGEMENT AND CATERING,Maharashtra,0,0,6.0,2,120,9,4,8
Unaided - Private,PG,HOTEL MANAGEMENT AND CATERING,Maharashtra,1,0,2.0,1,120,0,0,0
Unaided - Private,PG,HOTEL MANAGEMENT AND CATERING,West Bengal,0,0,12.0,1,36,1,0,0
Government,PG,HOTEL MANAGEMENT AND CATERING,Maharashtra,0,0,7.0,1,24,18,12,12
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Goa,0,0,15.0,2,100,84,66,64
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Goa,1,0,6.0,1,40,24,19,19
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Haryana,0,0,1.0,1,60,54,0,22
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Jharkhand,0,0,23.0,1,150,33,40,40
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Kerala,0,0,2.0,1,120,83,73,67
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Maharashtra,0,0,19.0,4,240,30,19,12
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Tamil Nadu,0,0,75.0,8,590,132,75,74
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Tamil Nadu,1,0,23.0,2,220,25,5,7
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Uttar Pradesh,0,0,25.0,6,440,182,97,79
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Uttarakhand,0,0,17.0,3,240,95,89,75
Unaided - Private,DIPLOMA,HOTEL MANAGEMENT AND CATERING,West Bengal,0,0,34.0,6,390,122,82,75
Government,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Jammu and Kashmir,0,0,8.0,2,105,23,23,10
Government,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Madhya Pradesh,0,0,4.0,2,100,21,0,0
Government,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Maharashtra,0,0,14.0,2,150,133,49,52
Government,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Puducherry,0,0,6.0,1,20,0,0,0
Govt aided,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Andhra Pradesh ,0,0,7.0,1,50,21,45,35
Govt aided,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Andhra Pradesh ,0,1,7.0,1,50,21,45,35
Govt aided,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Haryana,0,0,3.0,1,60,39,17,8
Govt aided,DIPLOMA,HOTEL MANAGEMENT AND CATERING,Haryana,0,1,3.0,1,60,39,17,8
Unaided - Private,UG,MANAGEMENT,Andhra Pradesh ,0,0,615.0,1,60,59,49,45
Unaided - Private,PG,MANAGEMENT,Andhra Pradesh ,0,0,15205.0,414,51450,33685,21745,7987
Unaided - Private,PG,MANAGEMENT,Andhra Pradesh ,0,1,609.0,31,2040,895,643,195
Unaided - Private,PG,MANAGEMENT,Andhra Pradesh ,1,0,1895.0,19,2340,1774,989,403
Unaided - Private,PG,MANAGEMENT,Andhra Pradesh ,1,1,117.0,3,300,205,117,24
Unaided - Private,PG,MANAGEMENT,Assam,0,0,73.0,5,660,279,199,181
Unaided - Private,PG,MANAGEMENT,Bihar,0,0,95.0,10,1170,487,432,239
Unaided - Private,PG,MANAGEMENT,Bihar,1,0,16.0,2,120,68,10,1
Unaided - Private,PG,MANAGEMENT,Chhattisgarh,0,0,283.0,25,2760,759,781,370
Unaided - Private,PG,MANAGEMENT,Dadra and Nagar Haveli,0,0,9.0,1,120,60,57,57
Unaided - Private,PG,MANAGEMENT,Delhi,0,0,864.0,34,9910,5782,5166,3700
Unaided - Private,PG,MANAGEMENT,Goa,0,0,33.0,1,360,339,332,277
Unaided - Private,PG,MANAGEMENT,Gujarat,0,0,1769.0,123,15394,7186,4814,3786
Unaided - Private,PG,MANAGEMENT,Gujarat,1,0,44.0,3,300,158,47,104
Unaided - Private,PG,MANAGEMENT,Gujarat,0,1,26.0,3,300,89,79,42
Unaided - Private,PG,MANAGEMENT,Haryana,0,0,2078.0,161,15421,5852,3996,2393
Unaided - Private,PG,MANAGEMENT,Haryana,0,1,10.0,1,60,52,31,35
Unaided - Private,PG,MANAGEMENT,Haryana,1,0,94.0,9,960,298,360,170
Unaided - Private,PG,MANAGEMENT,Himachal Pradesh,0,0,161.0,13,1500,365,155,106
Unaided - Private,PG,MANAGEMENT,Himachal Pradesh,0,1,6.0,1,60,18,8,2
Unaided - Private,PG,MANAGEMENT,Himachal Pradesh,1,0,2.0,1,60,7,0,0
Unaided - Private,PG,MANAGEMENT,Jammu and Kashmir,0,0,66.0,6,480,193,172,72
Unaided - Private,PG,MANAGEMENT,Jammu and Kashmir,1,0,14.0,2,120,41,56,15
Unaided - Private,PG,MANAGEMENT,Jharkhand,0,0,229.0,13,2025,1232,621,589
Unaided - Private,PG,MANAGEMENT,Jharkhand,1,0,48.0,2,390,425,12,4
Unaided - Private,PG,MANAGEMENT,Karnataka,0,0,3394.0,222,25800,14560,10909,6916
Unaided - Private,PG,MANAGEMENT,Karnataka,0,1,52.0,6,480,299,222,104
Unaided - Private,PG,MANAGEMENT,Karnataka,1,0,423.0,30,3720,2346,2114,1048
Unaided - Private,PG,MANAGEMENT,Karnataka,1,1,27.0,2,180,153,132,96
Unaided - Private,PG,MANAGEMENT,Kerala,0,0,896.0,77,7410,4508,2831,2289
Unaided - Private,PG,MANAGEMENT,Kerala,1,0,361.0,34,2940,1905,1129,911
Unaided - Private,PG,MANAGEMENT,Madhya Pradesh,0,0,3039.0,205,25662,18329,11009,6246
Unaided - Private,PG,MANAGEMENT,Madhya Pradesh,0,1,16.0,1,240,115,83,71
Unaided - Private,PG,MANAGEMENT,Madhya Pradesh,1,0,254.0,16,3180,2403,879,1075
Unaided - Private,PG,MANAGEMENT,Maharashtra,0,0,7347.0,441,62885,38999,28842,18622
Unaided - Private,PG,MANAGEMENT,Maharashtra,0,1,67.0,5,540,378,331,179
Unaided - Private,PG,MANAGEMENT,Maharashtra,1,1,20.0,2,180,123,114,85
Unaided - Private,PG,MANAGEMENT,Maharashtra,1,0,1661.0,80,13170,8484,6120,3957
Unaided - Private,PG,MANAGEMENT,Meghalaya,0,0,27.0,1,120,40,38,25
Unaided - Private,PG,MANAGEMENT,Meghalaya,1,0,27.0,1,120,40,38,25
Unaided - Private,PG,MANAGEMENT,Puducherry,0,0,74.0,6,600,312,296,141
Unaided - Private,PG,MANAGEMENT,Puducherry,1,0,38.0,4,300,233,222,116
Unaided - Private,PG,MANAGEMENT,Punjab,0,1,48.0,8,480,190,156,41
Unaided - Private,PG,MANAGEMENT,Punjab,0,0,1636.0,131,12240,5828,3383,2089
Unaided - Private,PG,MANAGEMENT,Punjab,1,0,1.0,2,120,21,31,18
Unaided - Private,PG,MANAGEMENT,Rajasthan,0,0,1252.0,125,12120,2996,2370,1555
Unaided - Private,PG,MANAGEMENT,Rajasthan,0,1,79.0,8,780,183,116,112
Unaided - Private,PG,MANAGEMENT,Tamil Nadu,0,0,4576.0,389,35340,19739,15163,9507
Unaided - Private,PG,MANAGEMENT,Tamil Nadu,0,1,226.0,23,1670,807,789,346
Unaided - Private,PG,MANAGEMENT,Tamil Nadu,1,0,929.0,81,6850,4379,3170,2025
Unaided - Private,PG,MANAGEMENT,Tamil Nadu,1,1,17.0,2,120,118,86,58
Unaided - Private,PG,MANAGEMENT,Uttar Pradesh,0,0,8828.0,526,71189,46450,26019,16997
Unaided - Private,PG,MANAGEMENT,Uttar Pradesh,1,0,304.0,27,3340,2175,1020,700
Unaided - Private,PG,MANAGEMENT,Uttar Pradesh,0,1,30.0,9,520,29,123,66
Unaided - Private,PG,MANAGEMENT,Uttarakhand,0,1,28.0,5,300,153,125,41
Unaided - Private,PG,MANAGEMENT,Uttarakhand,0,0,765.0,49,6360,2592,1934,1108
Unaided - Private,PG,MANAGEMENT,Uttarakhand,1,0,127.0,3,1080,339,363,277
Unaided - Private,PG,MANAGEMENT,West Bengal,1,0,87.0,5,720,207,105,93
Unaided - Private,PG,MANAGEMENT,West Bengal,0,0,754.0,52,5670,2169,1834,1284
Central University,PG,MANAGEMENT,Madhya Pradesh,0,0,11.0,1,40,40,40,30
Central University,PG,MANAGEMENT,Rajasthan,0,0,7.0,1,60,37,36,27
Deemed University(Government),PG,MANAGEMENT,Delhi,0,0,29.0,1,240,121,0,0
Deemed University(Government),PG,MANAGEMENT,Delhi,1,0,29.0,1,240,121,0,0
Deemed University(Private),PG,MANAGEMENT,Tamil Nadu,0,0,25.0,3,300,212,45,144
Government,PG,MANAGEMENT,Andhra Pradesh ,0,0,72.0,2,120,112,49,38
Government,PG,MANAGEMENT,Assam,0,0,51.0,4,250,193,136,102
Government,PG,MANAGEMENT,Bihar,0,0,118.0,6,595,373,309,148
Government,PG,MANAGEMENT,Bihar,0,1,24.0,1,60,27,23,18
Government,PG,MANAGEMENT,Chhattisgarh,0,0,8.0,1,60,0,0,0
Government,PG,MANAGEMENT,Delhi,0,0,21.0,6,469,300,122,82
Government,PG,MANAGEMENT,Gujarat,0,0,12.0,2,120,25,21,21
Government,PG,MANAGEMENT,Haryana,0,0,113.0,11,1580,832,470,401
Government,PG,MANAGEMENT,Haryana,0,1,12.0,3,300,229,133,106
Government,PG,MANAGEMENT,Himachal Pradesh,0,0,21.0,2,120,120,66,21
Government,PG,MANAGEMENT,Karnataka,0,0,49.0,8,630,293,53,60
Government,PG,MANAGEMENT,Karnataka,0,1,10.0,2,120,60,0,0
Government,PG,MANAGEMENT,Kerala,0,0,32.0,4,330,310,217,94
Government,PG,MANAGEMENT,Madhya Pradesh,0,0,78.0,11,885,623,262,150
Government,PG,MANAGEMENT,Maharashtra,0,0,44.0,6,766,255,197,190
Government,PG,MANAGEMENT,Mizoram,0,0,6.0,1,30,29,0,0
Government,PG,MANAGEMENT,Mizoram,0,1,6.0,1,30,29,0,0
Government,PG,MANAGEMENT,Punjab,0,0,27.0,5,270,123,83,41
Government,PG,MANAGEMENT,Rajasthan,0,0,50.0,10,580,276,174,99
Government,PG,MANAGEMENT,Rajasthan,0,1,1.0,1,60,12,10,10
Government,PG,MANAGEMENT,Tamil Nadu,0,0,127.0,11,697,329,224,126
Government,PG,MANAGEMENT,Tamil Nadu,0,1,5.0,2,122,60,45,35
Government,PG,MANAGEMENT,Uttar Pradesh,0,0,46.0,15,1380,695,688,186
Government,PG,MANAGEMENT,Uttar Pradesh,0,1,2.0,5,360,182,171,30
Government,PG,MANAGEMENT,Uttarakhand,0,0,47.0,9,510,420,228,95
Government,PG,MANAGEMENT,Uttarakhand,0,1,2.0,2,80,73,73,15
Government,PG,MANAGEMENT,West Bengal,0,0,56.0,7,390,113,37,47
Govt aided,PG,MANAGEMENT,Andhra Pradesh ,0,0,9.0,2,120,74,76,32
Govt aided,PG,MANAGEMENT,Andhra Pradesh ,0,1,9.0,2,120,74,76,32
Govt aided,PG,MANAGEMENT,Bihar,0,0,27.0,3,180,79,69,56
Govt aided,PG,MANAGEMENT,Chandigarh,0,0,11.0,1,60,0,0,0
Govt aided,PG,MANAGEMENT,Gujarat,0,0,27.0,5,492,367,172,264
Govt aided,PG,MANAGEMENT,Jharkhand,0,0,18.0,1,145,75,98,46
Govt aided,PG,MANAGEMENT,Karnataka,0,0,76.0,7,570,425,276,73
Govt aided,PG,MANAGEMENT,Kerala,0,0,33.0,4,300,248,237,168
Govt aided,PG,MANAGEMENT,Kerala,1,0,14.0,1,120,119,55,90
Govt aided,PG,MANAGEMENT,Madhya Pradesh,0,0,12.0,3,180,148,66,25
Govt aided,PG,MANAGEMENT,Maharashtra,0,0,31.0,3,280,136,123,98
Govt aided,PG,MANAGEMENT,Punjab,0,0,24.0,2,180,131,132,59
Govt aided,PG,MANAGEMENT,Punjab,1,0,24.0,2,180,131,132,59
Govt aided,PG,MANAGEMENT,Tamil Nadu,0,0,114.0,11,900,660,605,394
Govt aided,PG,MANAGEMENT,Tamil Nadu,0,1,14.0,1,90,64,61,38
Govt aided,PG,MANAGEMENT,Tamil Nadu,1,0,33.0,3,240,197,167,107
Govt aided,PG,MANAGEMENT,Uttar Pradesh,0,0,80.0,12,1050,666,441,222
Govt aided,PG,MANAGEMENT,Uttarakhand,0,0,36.0,2,300,167,79,75
Private-Aided,PG,MANAGEMENT,Andhra Pradesh ,0,0,6.0,1,60,47,15,12
Private-Aided,PG,MANAGEMENT,Andhra Pradesh ,0,1,6.0,1,60,47,15,12
Private-Aided,PG,MANAGEMENT,Andhra Pradesh ,1,0,6.0,1,60,47,15,12
Private-Aided,PG,MANAGEMENT,Andhra Pradesh ,1,1,6.0,1,60,47,15,12
Private-Aided,PG,MANAGEMENT,Uttar Pradesh,0,0,12.0,3,540,300,192,110
University Managed,PG,MANAGEMENT,Assam,0,0,37.0,2,180,68,103,83
University Managed,PG,MANAGEMENT,Bihar,0,0,92.0,7,450,380,209,82
University Managed,PG,MANAGEMENT,Chhattisgarh,0,0,31.0,2,180,127,111,47
University Managed,PG,MANAGEMENT,Delhi,0,0,46.0,2,240,238,223,162
University Managed,PG,MANAGEMENT,Gujarat,0,0,43.0,4,500,259,225,122
University Managed,PG,MANAGEMENT,Haryana,0,0,6.0,2,150,12,6,1
University Managed,PG,MANAGEMENT,Jammu and Kashmir,0,0,51.0,4,295,242,224,89
University Managed,PG,MANAGEMENT,Jharkhand,0,0,15.0,1,120,110,110,109
University Managed,PG,MANAGEMENT,Karnataka,0,0,50.0,4,360,362,208,106
University Managed,PG,MANAGEMENT,Kerala,0,0,10.0,1,30,0,0,0
University Managed,PG,MANAGEMENT,Madhya Pradesh,0,0,174.0,9,840,716,430,322
University Managed,PG,MANAGEMENT,Maharashtra,0,0,79.0,12,1051,386,304,175
University Managed,PG,MANAGEMENT,Maharashtra,0,1,6.0,1,60,46,48,40
University Managed,PG,MANAGEMENT,Nagaland,0,0,5.0,1,60,30,27,10
University Managed,PG,MANAGEMENT,Punjab,0,0,11.0,1,60,0,0,0
University Managed,PG,MANAGEMENT,Rajasthan,0,0,106.0,8,840,391,468,353
University Managed,PG,MANAGEMENT,Rajasthan,0,1,16.0,1,120,46,0,48
University Managed,PG,MANAGEMENT,Sikkim,0,0,16.0,1,60,60,56,20
University Managed,PG,MANAGEMENT,Tamil Nadu,0,0,52.0,5,390,312,170,198
University Managed,PG,MANAGEMENT,Uttar Pradesh,0,0,124.0,10,1080,395,187,146
University Managed,PG,MANAGEMENT,West Bengal,0,0,41.0,5,265,144,112,60
Unaided - Private,DIPLOMA,MANAGEMENT,Uttar Pradesh,0,0,153.0,4,315,139,89,82
Unaided - Private,DIPLOMA,MANAGEMENT,Uttar Pradesh,0,1,4.0,2,105,50,26,18
Government,DIPLOMA,MANAGEMENT,Bihar,0,0,20.0,1,30,22,6,1
Government,DIPLOMA,MANAGEMENT,Bihar,0,1,9.0,1,30,22,6,1
Government,DIPLOMA,MANAGEMENT,Haryana,0,0,15.0,1,60,52,13,3
Government,DIPLOMA,MANAGEMENT,Jammu and Kashmir,0,0,9.0,2,90,45,21,6
Government,DIPLOMA,MANAGEMENT,Jammu and Kashmir,0,1,8.0,1,30,27,21,5
Government,DIPLOMA,MANAGEMENT,Punjab,0,0,19.0,3,90,89,73,41
Government,DIPLOMA,MANAGEMENT,Punjab,0,1,18.0,3,90,89,73,41
Government,DIPLOMA,MANAGEMENT,Rajasthan,0,0,8.0,2,90,60,39,24
Government,DIPLOMA,MANAGEMENT,Rajasthan,0,1,8.0,2,90,60,39,24
Government,DIPLOMA,MANAGEMENT,Tamil Nadu,0,0,19.0,3,195,190,105,102
Government,DIPLOMA,MANAGEMENT,Tamil Nadu,0,1,16.0,2,120,119,105,102
Government,DIPLOMA,MANAGEMENT,Uttarakhand,0,0,13.0,3,120,42,22,22
Govt aided,DIPLOMA,MANAGEMENT,Karnataka,0,0,10.0,1,30,24,11,13
Govt aided,DIPLOMA,MANAGEMENT,Uttar Pradesh,0,0,25.0,2,240,72,60,24
Unaided - Private,PG,MCA,Andhra Pradesh ,0,0,5540.0,273,21240,4685,6037,1596
Unaided - Private,PG,MCA,Andhra Pradesh ,0,1,184.0,10,660,51,158,41
Unaided - Private,PG,MCA,Andhra Pradesh ,1,0,534.0,12,780,147,173,101
Unaided - Private,PG,MCA,Assam,0,0,25.0,2,120,46,76,6
Unaided - Private,PG,MCA,Bihar,0,0,22.0,2,90,53,29,9
Unaided - Private,PG,MCA,Bihar,1,0,12.0,1,60,30,5,1
Unaided - Private,PG,MCA,Chhattisgarh,0,0,110.0,7,660,247,324,89
Unaided - Private,PG,MCA,Delhi,0,0,224.0,17,1530,971,819,735
Unaided - Private,PG,MCA,Gujarat,0,0,1034.0,62,6900,3670,3463,1766
Unaided - Private,PG,MCA,Gujarat,0,1,24.0,3,240,167,40,16
Unaided - Private,PG,MCA,Haryana,0,0,567.0,47,3210,1269,1037,540
Unaided - Private,PG,MCA,Haryana,0,1,30.0,2,240,38,57,54
Unaided - Private,PG,MCA,Haryana,1,0,33.0,3,180,77,76,42
Unaided - Private,PG,MCA,Himachal Pradesh,0,0,47.0,6,360,100,65,36
Unaided - Private,PG,MCA,Himachal Pradesh,0,1,12.0,1,60,45,0,8
Unaided - Private,PG,MCA,Jammu and Kashmir,0,0,84.0,7,420,238,243,65
Unaided - Private,PG,MCA,Jammu and Kashmir,1,0,20.0,2,120,83,98,24
Unaided - Private,PG,MCA,Jharkhand,0,0,28.0,2,180,22,6,1
Unaided - Private,PG,MCA,Karnataka,0,0,1258.0,82,7110,3536,3282,1291
Unaided - Private,PG,MCA,Karnataka,0,1,17.0,2,90,64,51,38
Unaided - Private,PG,MCA,Karnataka,1,0,209.0,14,1320,855,865,366
Unaided - Private,PG,MCA,Karnataka,1,1,17.0,2,90,64,51,38
Unaided - Private,PG,MCA,Kerala,0,0,492.0,39,3660,1759,1395,819
Unaided - Private,PG,MCA,Kerala,0,1,20.0,1,180,60,45,15
Unaided - Private,PG,MCA,Kerala,1,0,260.0,22,2175,1159,735,526
Unaided - Private,PG,MCA,Madhya Pradesh,0,0,834.0,66,4900,1802,2173,817
Unaided - Private,PG,MCA,Madhya Pradesh,1,0,44.0,4,300,79,79,27
Unaided - Private,PG,MCA,Maharashtra,0,1,6.0,1,60,44,54,0
Unaided - Private,PG,MCA,Maharashtra,0,0,2198.0,144,14190,8706,8678,4408
Unaided - Private,PG,MCA,Maharashtra,1,0,378.0,26,2400,1500,1462,744
Unaided - Private,PG,MCA,Meghalaya,0,0,10.0,1,30,29,23,8
Unaided - Private,PG,MCA,Meghalaya,1,0,10.0,1,30,29,23,8
Unaided - Private,PG,MCA,Puducherry,0,0,67.0,6,390,286,260,77
Unaided - Private,PG,MCA,Puducherry,1,0,43.0,4,270,214,189,69
Unaided - Private,PG,MCA,Punjab,0,0,851.0,61,4950,2278,2067,923
Unaided - Private,PG,MCA,Punjab,0,1,21.0,2,90,115,88,14
Unaided - Private,PG,MCA,Rajasthan,0,1,73.0,5,540,162,199,76
Unaided - Private,PG,MCA,Rajasthan,0,0,611.0,42,4050,1957,1606,806
Unaided - Private,PG,MCA,Tamil Nadu,0,0,3472.0,278,19380,8143,8367,3454
Unaided - Private,PG,MCA,Tamil Nadu,0,1,291.0,23,1350,659,766,176
Unaided - Private,PG,MCA,Tamil Nadu,1,0,890.0,74,5025,1960,2269,866
Unaided - Private,PG,MCA,Tamil Nadu,1,1,41.0,4,175,92,66,35
Unaided - Private,PG,MCA,Uttar Pradesh,0,0,1578.0,121,9320,3590,3740,2078
Unaided - Private,PG,MCA,Uttar Pradesh,0,1,21.0,3,150,36,27,20
Unaided - Private,PG,MCA,Uttar Pradesh,1,0,47.0,4,265,71,126,60
Unaided - Private,PG,MCA,Uttarakhand,0,0,195.0,16,1110,307,357,238
Unaided - Private,PG,MCA,Uttarakhand,0,1,7.0,1,60,15,13,11
Unaided - Private,PG,MCA,West Bengal,0,0,349.0,31,2179,1312,1190,594
Unaided - Private,PG,MCA,West Bengal,1,0,72.0,4,420,158,140,78
Deemed University(Private),PG,MCA,Kerala,0,0,15.0,1,60,30,66,22
Deemed University(Private),PG,MCA,Tamil Nadu,0,0,25.0,3,180,90,103,57
Government,PG,MCA,Andhra Pradesh ,0,0,4.0,1,60,60,54,29
Government,PG,MCA,Assam,0,0,35.0,4,180,96,102,54
Government,PG,MCA,Bihar,0,1,27.0,1,60,43,34,26
Government,PG,MCA,Bihar,0,0,39.0,3,180,127,59,30
Government,PG,MCA,Chhattisgarh,0,0,10.0,1,60,60,0,0
Government,PG,MCA,Delhi,0,0,12.0,2,120,118,116,65
Government,PG,MCA,Gujarat,0,0,13.0,3,150,119,68,44
Government,PG,MCA,Haryana,0,0,50.0,6,348,266,50,36
Government,PG,MCA,Haryana,0,1,13.0,1,60,60,0,0
Government,PG,MCA,Himachal Pradesh,0,0,15.0,2,120,118,62,25
Government,PG,MCA,Jammu and Kashmir,0,0,13.0,2,93,54,50,50
Government,PG,MCA,Karnataka,0,0,20.0,2,105,48,0,0
Government,PG,MCA,Karnataka,0,1,9.0,1,60,20,0,0
Government,PG,MCA,Kerala,0,0,85.0,10,442,336,254,117
Government,PG,MCA,Madhya Pradesh,0,0,25.0,4,220,155,101,45
Government,PG,MCA,Madhya Pradesh,0,1,11.0,1,60,36,51,7
Government,PG,MCA,Maharashtra,0,0,31.0,4,210,149,110,62
Government,PG,MCA,Puducherry,0,0,4.0,1,30,30,29,25
Government,PG,MCA,Punjab,0,0,15.0,2,120,27,54,2
Government,PG,MCA,Rajasthan,0,0,32.0,3,240,224,84,28
Government,PG,MCA,Rajasthan,0,1,1.0,1,60,58,59,25
Government,PG,MCA,Tamil Nadu,0,0,93.0,9,345,242,197,85
Government,PG,MCA,Tamil Nadu,0,1,25.0,3,120,88,58,14
Government,PG,MCA,Uttar Pradesh,0,0,40.0,3,240,139,90,59
Government,PG,MCA,West Bengal,0,0,16.0,5,240,125,119,68
Govt aided,PG,MCA,Andhra Pradesh ,0,0,23.0,2,180,18,13,5
Govt aided,PG,MCA,Andhra Pradesh ,0,1,23.0,2,180,18,13,5
Govt aided,PG,MCA,Chhattisgarh,0,0,9.0,1,60,60,58,5
Govt aided,PG,MCA,Gujarat,0,0,10.0,3,141,136,102,41
Govt aided,PG,MCA,Jammu and Kashmir,0,0,8.0,1,60,60,60,2
Govt aided,PG,MCA,Jharkhand,0,0,8.0,1,60,57,54,41
Govt aided,PG,MCA,Karnataka,0,0,83.0,7,405,366,326,122
Govt aided,PG,MCA,Kerala,0,0,19.0,3,150,86,48,27
Govt aided,PG,MCA,Kerala,1,0,19.0,2,90,59,48,27
Govt aided,PG,MCA,Madhya Pradesh,0,0,23.0,3,240,226,241,52
Govt aided,PG,MCA,Maharashtra,0,0,19.0,2,120,65,57,33
Govt aided,PG,MCA,Punjab,0,0,30.0,2,180,171,170,22
Govt aided,PG,MCA,Punjab,1,0,30.0,2,180,171,170,22
Govt aided,PG,MCA,Tamil Nadu,0,1,20.0,2,100,76,22,6
Govt aided,PG,MCA,Tamil Nadu,0,0,201.0,18,905,675,511,248
Govt aided,PG,MCA,Tamil Nadu,1,0,56.0,5,260,195,189,45
Govt aided,PG,MCA,Tamil Nadu,1,1,8.0,1,40,31,21,6
Govt aided,PG,MCA,Uttar Pradesh,0,0,29.0,5,300,305,186,55
Govt aided,PG,MCA,Uttarakhand,0,0,21.0,2,120,79,51,14
Govt aided,PG,MCA,West Bengal,0,0,17.0,4,160,109,84,39
Private-Aided,PG,MCA,Andhra Pradesh ,0,1,7.0,1,60,12,4,3
Private-Aided,PG,MCA,Andhra Pradesh ,0,0,7.0,1,60,12,4,3
Private-Aided,PG,MCA,Andhra Pradesh ,1,0,7.0,1,60,12,4,3
Private-Aided,PG,MCA,Andhra Pradesh ,1,1,7.0,1,60,12,4,3
Private-Aided,PG,MCA,Puducherry,0,0,6.0,1,30,22,30,12
Private-Aided,PG,MCA,Puducherry,1,0,6.0,1,30,22,30,12
University Managed,PG,MCA,Assam,0,0,26.0,3,150,57,32,13
University Managed,PG,MCA,Bihar,0,0,77.0,7,420,350,172,112
University Managed,PG,MCA,Bihar,0,1,2.0,1,60,10,0,0
University Managed,PG,MCA,Chhattisgarh,0,0,21.0,1,180,58,42,20
University Managed,PG,MCA,Gujarat,0,0,101.0,7,600,328,437,280
University Managed,PG,MCA,Jammu and Kashmir,0,0,26.0,2,93,30,0,0
University Managed,PG,MCA,Jharkhand,0,0,14.0,1,120,105,105,105
University Managed,PG,MCA,Karnataka,0,0,16.0,1,60,69,59,40
University Managed,PG,MCA,Kerala,0,0,35.0,4,210,188,123,85
University Managed,PG,MCA,Madhya Pradesh,0,0,89.0,8,590,387,153,48
University Managed,PG,MCA,Maharashtra,0,0,30.0,4,210,196,145,51
University Managed,PG,MCA,Maharashtra,0,1,16.0,1,60,57,69,26
University Managed,PG,MCA,Punjab,0,0,9.0,1,60,0,0,0
University Managed,PG,MCA,Rajasthan,0,0,18.0,2,120,88,106,26
University Managed,PG,MCA,Sikkim,0,0,8.0,1,45,24,35,5
University Managed,PG,MCA,Tamil Nadu,0,0,20.0,3,180,99,101,74
University Managed,PG,MCA,Uttar Pradesh,0,0,56.0,5,330,233,185,81
University Managed,PG,MCA,West Bengal,0,0,20.0,2,50,47,7,6
Unaided - Private,UG,PHARMACY,Andhra Pradesh ,0,0,7770.0,117,12930,7090,4562,2047
Unaided - Private,UG,PHARMACY,Andhra Pradesh ,0,1,175.0,1,120,98,45,26
Unaided - Private,UG,PHARMACY,Andhra Pradesh ,1,0,616.0,7,720,361,127,86
Unaided - Private,UG,PHARMACY,Assam,0,0,27.0,2,120,120,70,60
Unaided - Private,UG,PHARMACY,Bihar,0,0,19.0,1,60,60,60,19
Unaided - Private,UG,PHARMACY,Chhattisgarh,0,0,214.0,10,928,696,436,191
Unaided - Private,UG,PHARMACY,Dadra and Nagar Haveli,0,0,16.0,1,60,64,58,14
Unaided - Private,UG,PHARMACY,Goa,0,0,14.0,1,60,60,63,22
Unaided - Private,UG,PHARMACY,Gujarat,0,0,1211.0,74,5880,2726,1997,623
Unaided - Private,UG,PHARMACY,Gujarat,0,1,24.0,3,180,61,18,11
Unaided - Private,UG,PHARMACY,Haryana,0,0,475.0,30,2305,1581,605,317
Unaided - Private,UG,PHARMACY,Haryana,0,1,15.0,1,60,31,0,0
Unaided - Private,UG,PHARMACY,Haryana,1,0,35.0,3,240,248,120,115
Unaided - Private,UG,PHARMACY,Himachal Pradesh,0,0,247.0,16,1200,796,357,168
Unaided - Private,UG,PHARMACY,Karnataka,0,0,1207.0,60,4504,3408,1426,767
Unaided - Private,UG,PHARMACY,Karnataka,1,0,166.0,9,576,364,210,98
Unaided - Private,UG,PHARMACY,Kerala,0,0,556.0,37,2570,2018,714,441
Unaided - Private,UG,PHARMACY,Kerala,1,0,212.0,12,840,732,312,213
Unaided - Private,UG,PHARMACY,Madhya Pradesh,0,0,1821.0,86,6612,5116,2380,1037
Unaided - Private,UG,PHARMACY,Madhya Pradesh,1,0,36.0,2,120,120,21,2
Unaided - Private,UG,PHARMACY,Maharashtra,0,0,2543.0,158,11330,10058,6500,2363
